"rbr","name","date","stars","review","lang","thumb","reply"
11,"Raptor",2020-05-05,5," Absolutely love it! It helps me bike and it works perfectly fine! Thanks, Navmii!","en",0,NA
12,"AyeItsMike",2020-06-03,1," Horrible app, in sticking with Google maps, doesn't even have any of the listings I'm looking for and your website is trash as well, hope this company runs into the ground.","en",0,NA
13,"S Jamieson",2020-05-17,1," Slow getting response from help. Is there anyway to turn off the fade to blue sky in 3d view quite annoying.","en",50,NA
14,"kulisaw j.c.p moto vlog furians moto channel tv",2020-06-02,1," the best app navigation for but now its the worst i wish you can fix the problem so that we will continue to recomend this app ,bye for now","en",0,NA
15,"Anay Makan",2020-04-29,5," Good navigation app with accurate road works and closures. Search feature is outdated","en",1,NA
16,"M Morgan",2020-05-02,3," Nice, not practical for me. Just shows coordinates not map address","en",0,NA
17,"Harri de Wijze",2020-05-24,5," This is my go-to map. Regularly I use other maps and when they stop working I always get back to use this one because of it offline ability. Even with hiking trails this most of the time let's me know where we are and I navigate the trail with it. The idea that I can give feedback is also fun.","en",0,NA
18,"Me You",2020-03-15,2," The max. Speed-signs are not up-to-date! You had months to correct this. Bad!!!!","en",2,NA
19,"Mark Waud",2020-06-13,5," One of the best map apps, highly recommended.","en",0,NA
20,"Jim H",2020-06-15,1," Unfortunately this app won't let you choose your download location. It forces itself on your device....I want it on my SD card! Had to remove it, my Samsung Galaxy S5 doesn't have enough native memory for adequate overhead.","en",0,NA
21,"Tezza Tucker",2020-02-19,3," After having purchased adfree version im still seeing ads away from map screen. Now what I want to see. Also when looking to purchase other items like Speedo it won't show me a picture of the Speedo to see if I like it. Traffic also does not seem to appear even when I'm sitting in the traffic.","en",4,NA
22,"Barter Logic",2020-05-15,2," ","en",0,NA
23,"Rob P",2020-03-08,1," Was brilliant app, now just crashes after update. I can not get passed the load up screen anymore. Tried restarting device but no joy. Annoying thing was I had just uploaded all the maps I need for a trip. Phone is a p30 lite.","en",1,NA
24,"Nigel Druce",2020-05-10,1," Did work well but after last update, lost Engish Kate which I purchased and a lot of the MPH limits are wrongly displayed.","en",0,NA
25,"Rik Smith",2019-01-25,1," I've been using this app about 5 or 6 years now, and it has been brilliant, but today I started it to go to a favourite location and I had to agree to the usage rules etc so I assume there has been an update and it has removed all my Favorites. Absolutely devastated, there were points in there that ...Full ReviewI've been using this app about 5 or 6 years now, and it has been brilliant, but today I started it to go to a favourite location and I had to agree to the usage rules etc so I assume there has been an update and it has removed all my Favorites. Absolutely devastated, there were points in there that were personal points of interest for one reason or another, I don't know where I was when I set those I'll never get them back. So until today 25-1-19 it was great, disappointed now though.","en",6,"Please update to the latest version. Lost favourites should be recovered."
26,"Caragh Heenan",2019-06-28,1," Interface seems good but when I went to leave my location I was struggling to hear the voice commands, despite it being connected through car Bluetooth. kept playing music over the top of voice commands and couldn't find a way to have voice only as it automatically switched it back on. Not good as I...Full ReviewInterface seems good but when I went to leave my location I was struggling to hear the voice commands, despite it being connected through car Bluetooth. kept playing music over the top of voice commands and couldn't find a way to have voice only as it automatically switched it back on. Not good as I then got stuck on the wrong road in a busy city. Ridiculous design.","en",6,NA
27,"Dawn Yoder",2019-06-28,1," Wanted to like this app but nothing would work. It couldn't find my country (US, big landmass, hard to miss) even with location on, the state map and voice packs would not download, said I wasn't connected to the internet. which I was, I downloaded it just moments before and my other apps work fine....Full ReviewWanted to like this app but nothing would work. It couldn't find my country (US, big landmass, hard to miss) even with location on, the state map and voice packs would not download, said I wasn't connected to the internet. which I was, I downloaded it just moments before and my other apps work fine. Disappointing, I'm trying to ditch as many Google products as possible.","en",3,NA
28,"Marc Knight",2018-12-05,3," It's alright. It's what it is. Couple of things. Voice is too low and American. I can't find anywhere to change it in settings. Road speed limit doesn't display. A word people. Waze is totally, yes, totally free. Speed limits, cameras, even roadwork notifications, selectable voices and car icons. Ha...Full ReviewIt's alright. It's what it is. Couple of things. Voice is too low and American. I can't find anywhere to change it in settings. Road speed limit doesn't display. A word people. Waze is totally, yes, totally free. Speed limits, cameras, even roadwork notifications, selectable voices and car icons. Has never let me down.","en",3,NA
29,"Dname Hsurname",2019-08-13,2," British-made navigation with only quite an obnoxious American voice for continental Europe. Cannot choose to share data for functionality reasons (traffic, etc.) and not share them with advertisers. Traffic doesnt display delay on map. Cannot report closures unless I'm nearby. Unable to avoid a spot...Full ReviewBritish-made navigation with only quite an obnoxious American voice for continental Europe. Cannot choose to share data for functionality reasons (traffic, etc.) and not share them with advertisers. Traffic doesnt display delay on map. Cannot report closures unless I'm nearby. Unable to avoid a spot on my route, routing itself subpar (doesn't avoid traffic where others do). No affiliation with Google is great if true, premium features are a nice touch. Developer doesn't communicate though.","en",6,NA
30,"A Google user",2018-10-13,1," Installed version 3.7.2 on samsung a3 2017 Android 7. It constantly freezes,always tries to update something, despite it is supposed to work offline.And now my gps possition started to float several streets up and down though sitting at home. Thos version is totally unreliable. I have the version 3 ...Full ReviewInstalled version 3.7.2 on samsung a3 2017 Android 7. It constantly freezes,always tries to update something, despite it is supposed to work offline.And now my gps possition started to float several streets up and down though sitting at home. Thos version is totally unreliable. I have the version 3 2.2 on an old device and it's been working without an issue for years.l'm uninstalling this one, and will try to get an older but stable version, or from a different vendor.","en",0,NA
31,"Matti Heinonen",2019-07-14,1," My bad review has been removed several times, so I'll keep reposting... probably others have been removed as well. I bought safety cameras for Finland back in 2014. At that time it was a one time purchase. Now that doesn't exist anymore. A 12-month version is sold instead. I lost the cameras when th...Full ReviewMy bad review has been removed several times, so I'll keep reposting... probably others have been removed as well. I bought safety cameras for Finland back in 2014. At that time it was a one time purchase. Now that doesn't exist anymore. A 12-month version is sold instead. I lost the cameras when they removed the one time purchase.","en",11,NA
32,"Kud Ramban",2019-02-16,1," absolute rubbish! In my excitement, I bought multiple paid features also and it turna out that the map installed is in local language (Chinese). This is ridiculous! Also there is no where that I can change language preferences from! I've bought the HUD upgrade,but no idea how to set it to this mode....Full Reviewabsolute rubbish! In my excitement, I bought multiple paid features also and it turna out that the map installed is in local language (Chinese). This is ridiculous! Also there is no where that I can change language preferences from! I've bought the HUD upgrade,but no idea how to set it to this mode. no help available. utter rubbish!! DON'T INSTALL/BUY","en",22,NA
33,"Klaus Bohm",2019-06-12,5," 5 from me. App works, no flaws, tested against Google and Sygic, ranks equal. Purchased the HUD unit and this is the very best designed HUD display...and I tried them all. Unlike with other designs, where the info is scattered around the display estate (or not working at all), the NAVMII HUD info is...Full Review5 from me. App works, no flaws, tested against Google and Sygic, ranks equal. Purchased the HUD unit and this is the very best designed HUD display...and I tried them all. Unlike with other designs, where the info is scattered around the display estate (or not working at all), the NAVMII HUD info is concentrated from the middle outwards with no large junks of display left unused. That's a 5 on it's own! Finally, my utter frustration with badly designed HUD displays has ended. Good job!","en",5,NA
34,"Lucas Benninger",2019-11-21,3," Great app, but the maps are extremely outdated, and the last map update didn't seem to actually update roads that were added on osm in several months before the update. Also your own user reports remain permanently (at least client side), unless you manually remove them, no matter how temporary of a...Full ReviewGreat app, but the maps are extremely outdated, and the last map update didn't seem to actually update roads that were added on osm in several months before the update. Also your own user reports remain permanently (at least client side), unless you manually remove them, no matter how temporary of a report it is. The app will still route you through roads you've reported as closed too.","en",19,NA
35,"Dave Shaw",2020-03-21,2," Latest update now makes app crash on startup - ""unfortunately navmii has stopped"". Previously worked well apart from no voice directions. Device = Simbans Presto, Android 6.0","en",1,NA
36,"Roman Komary",2019-07-23,1," Hi. I like this app. but please help, it now crashes after i updated. it started, asked for sharing data which i rejected. then the app window disappears. now when starting, it has blue splash screen, maybe a black map appears for a second, then app window disappears again. i have android 4.4. pleas...Full ReviewHi. I like this app. but please help, it now crashes after i updated. it started, asked for sharing data which i rejected. then the app window disappears. now when starting, it has blue splash screen, maybe a black map appears for a second, then app window disappears again. i have android 4.4. please advice. i go on holiday in weeks. thanks in advance. when resolved, i give 5 stars","en",1,NA
37,"Karl Harper",2019-09-04,3," Good in terms of visuals (gave it three stars instead of two) but the navigation quality is poor (i've used it a few times and it made some quite big mistakes like claiming a road was one-way, and another where it told me of a road entrance that does not exist). I'll go back to Google Maps and Waze,...Full ReviewGood in terms of visuals (gave it three stars instead of two) but the navigation quality is poor (i've used it a few times and it made some quite big mistakes like claiming a road was one-way, and another where it told me of a road entrance that does not exist). I'll go back to Google Maps and Waze, thank you.","en",1,NA
38,"Jamie Norton",2019-06-19,3," Good sat Nav to have with it being offline but the speed cameras are totally wrong. Eg speeds camera warning 35mph in a 70, really where do you find 35mph, 30 or 40 maybe, this has happen multiple times with different cameras. Strange robotic voice. Mainly use Waze but this is good if no Internet co...Full ReviewGood sat Nav to have with it being offline but the speed cameras are totally wrong. Eg speeds camera warning 35mph in a 70, really where do you find 35mph, 30 or 40 maybe, this has happen multiple times with different cameras. Strange robotic voice. Mainly use Waze but this is good if no Internet connection","en",0,NA
39,"Paul Nash",2019-08-18,1," Used Navmii for many years till this years updates ruining it, absolute rubbish, updates fix one thing then break another, speed cameras show wrong speeds, traffic updates inaccurate,tells you to turn right but map says left,online support dreadful,etc etc, AVOID! Did have speed cameras for life but...Full ReviewUsed Navmii for many years till this years updates ruining it, absolute rubbish, updates fix one thing then break another, speed cameras show wrong speeds, traffic updates inaccurate,tells you to turn right but map says left,online support dreadful,etc etc, AVOID! Did have speed cameras for life but they stopped working, paid again, still didn't work, asked for a refund, ignored my messages from then on. There are far more accurate Satnav apps out there that work much better like Waze.","en",3,NA
40,"Samoht A",2019-09-15,1," Years ago this app has been awesome. But without improvements of loading time it was not getting better. During the last weeks i noticed it was not finding any street anymore. re-installed the app and re-downloaded the map but the problem stood the same (phone is bluboo maya max). so this app is use...Full ReviewYears ago this app has been awesome. But without improvements of loading time it was not getting better. During the last weeks i noticed it was not finding any street anymore. re-installed the app and re-downloaded the map but the problem stood the same (phone is bluboo maya max). so this app is useless to me now.","en",2,NA
41,"Mako Habichvergessen",2019-01-06,1," Have been using it for quite a while. Routing is very confusing. Hardly ever finds a suitable short route over long distances. Now it stopped find adresses in Germany. Not usable any longer. Its a pity. Will start looking for alternatives","en",2,NA
42,"Happy Fox",2018-11-05,5," By far the best free navigator. Incredible how many idiots complain about details in the maps, and how they think the ""navmee team"" should fix it, thinking this is a billion dollar company, acting like they paid for maps and not understanding the concept of open street maps, or anything else about t...Full ReviewBy far the best free navigator. Incredible how many idiots complain about details in the maps, and how they think the ""navmee team"" should fix it, thinking this is a billion dollar company, acting like they paid for maps and not understanding the concept of open street maps, or anything else about this great open source community project. Navfree - the original - is also great, I actually like the interface better, but I use Navmee because of the HUD. These two has never led me astray, with the intergrated google search they can find absolutely everything, and if you find a thing in a map to update, you can do it yourself, I personally has never seen someting that wrong that I care to bother. In fact driving through Europe it found better routes than Garmin. Great job Navmee and the thousands of open streetmap contributors.","en",3,NA
43,"Martin Cooper",2020-03-05,2," Use to be a good sat nav app, now traffic and reports are no longer showing. Not helpful if you want to avoid traffic.","en",0,NA
44,"Richard Healey",2018-09-14,3," A nice looking interface, but maps are not updated. When you make a traffic incident report, for example, placing a police car, it will stay there for weeks. Only nice feature is what 3 words integration, but it is never my go to nav app.","en",1,NA
45,"Edward Molesworth",2019-09-20,1," would give it max rating but the last few updates have messed up the speech, i have every setting on my phone set to English (UK) yet it now speaks with an American accent and all setting are still set for English, Also the Speed Camera addon no longer gives the correct speed ie. In a 70 area it say...Full Reviewwould give it max rating but the last few updates have messed up the speech, i have every setting on my phone set to English (UK) yet it now speaks with an American accent and all setting are still set for English, Also the Speed Camera addon no longer gives the correct speed ie. In a 70 area it says it's a 30 area etc","en",4,NA
46,"Zak Ahmed",2018-12-12,2," This was my Fav Sat Nav app but it keeps losing connection from the Satellite. I had to turn my phone off to start again...but had to use Google maps instead as I could not wait for connection. This has happened now 7 or 8 times in the last month.","en",0,NA
47,"Ian R.",2019-06-02,3," I have used Navmii for a couple of years now excellent sat nav.  But since the latest update I'm not so sure. Routes are not really that good. Extra two miles in short journey compared to before. now voice has changed from UK to American. Plus the stats from my driving have disappeared.","en",2,NA
48,"NJ Marinaro",2019-04-25,2," GPS, Yes. SEARCH, no! Thought this would be a good program to travel Italy. It will tell you where you are, but the search feature cannot find anything unless it's a commercial business. And even that is questionable. A search for the Herculeanium near Vesiuvis nets nothing. If you use it for rail t...Full ReviewGPS, Yes. SEARCH, no! Thought this would be a good program to travel Italy. It will tell you where you are, but the search feature cannot find anything unless it's a commercial business. And even that is questionable. A search for the Herculeanium near Vesiuvis nets nothing. If you use it for rail travel through Europe, the program is useless. It shows rail stations, but not if they are connected. If you don't have cell service, this may get you somewhere. But maybe not quickly.","en",4,NA
49,"jeezo63",2019-09-19,3," Like I van put size of vehicle in to avoid roads that are too narrow, but, When driving can only see 50m in advance on map, no good when coming to a complex junction. Have tried to change settings to no avail. Also every speed camera the full length of the a1 (uk east coast) is wrong speed.","en",0,NA
50,"Chad Stazan",2019-03-24,2," good, but is unable to find anything either by name or address. kind of useless without some kind of true search and locating functionality. I understand OSM is crowd sources, but searching by address should work regardless without relying on the community.","en",5,NA
51,"Artex Jay",2018-09-24,2," Trying hard to copy waze and failing just as hard. Most of the time it doesnt find the location I am looking for despite having downloaded the map. The map needs more improvement, still a long way to go","en",2,NA
52,"archer hart",2019-01-28,1," UPDATE: Latest updates lost my favorites. Also, maps no longer display. tried uninstall/restart/reinstall, no fix. And email to dev went unanswered. 1 star, 'cause have to. It was good, now it's trash. DO NOT WASTE YOUR TIME ON THIS.","en",1,"It's a great pity you deleted the app, because the issues with favourites and maps have been fixed in the latest version."
53,"David Madeley-Willis",2018-10-20,5," Great app. Works in different countries no problem. Just have to remember to turn your location on first before starring the app or it doesn't recognise where you are or this is you are at the last place you used it. Great app though","en",3,NA
54,"mberglass71",2019-08-10,1," used navmii for years and loved it but now the speeding alert stopped working, even in the demo route. this isn't a problem on my friend's iPhone. Please fix asap! Emailed Support and didnt even get a response! Appalling customer service! :(","en",2,NA
55,"vencislav vidov",2020-02-21,2," Too much ads. There a not so much language s and no features.","en",2,NA
56,"Emma Kranz",2019-05-01,1," 3 out of 3 locations not correct based on post codes. Unable to select an address from my address book, only a similar address with a different post code/location. I will be removing as the app as it cannot be relied on.","en",1,NA
57,"Nathaniel Dickson",2019-01-03,4," It works well, as in it can navigate you from a to b with simple inputs. It has an economy setting, which is good. Its easy on the phone battery too.","en",1,NA
58,"Steve Bate",2020-02-17,4," Truck driver. This has been very useful for me without using data. Bridge heights would be my ask.","en",1,NA
59,"Abu Bakar Ar-Rami",2019-09-06,5," Dear Admin, My location is Kuching, Sarawak, East Malaysia . Just installed this awesome apps in my new huawei y max and rather satisfied compared to my Garmin Montana. Much appreciate if you could further enhance this apps with updated map details at my location. Goggle Map had done so and surprisingly there's a newly constructed road link/Bridge already shown. Much appreciate with coordinates details too. Had gone for the paid version on full specs.","en",12,NA
60,"Nokia2 Satnav",2020-01-03,5," Superb product, especially like offline feature and local speed limit display","en",0,NA
61,"A Google user",2019-01-29,1," totally useless its full of glitches you tap the search bar and you get nothing ,you tap the menu to find an atm it gives you restaraunt selection nearest being 15 miles away .what a joke 500 mb of data wasted in map downloads .dont bother look elsewhere","en",0,NA
62,"A Google user",2018-10-22,5," Far superior to Waze which is useless if you lose mobile data. Navmii uses downloaded maps and updates traffic etc if a signal is available, data not needed just to navigate.","en",1,NA
63,"Logan Five",2019-07-29,4," Works great for me, very good offline gps. Is there a pro version to remove ads tho? Also, does it recalculate route when missing a turn? My nav lost the trail and i had to backtrack to get back to initial route. Thanks","en",2,NA
64,"Des CTCNetwork",2019-09-16,3," Good fairly current maps, dependant on developer incorporating open street map updates into app maps. The my trips feature appears broken, has not updated since may 2019. Pretty good otherwise.","en",0,NA
65,"Kerry Millar",2018-12-06,2," Looks ok but takes ages to calculate route, Purchased celebrity voice pack and no way seen how to use it, shows as installed, emailed support twice but no response - think I've thrown my money away","en",2,NA
66,"Bob McMillin",2020-04-24,1," very very slow performance compared to Copilot or Sygic.","en",0,NA
67,"Alex Pithouse",2019-02-12,3," the navigation aspect of the app works quite well but the advertising interfers with search function making it very time comsuming and awkward to type in addresses. (s8 edge)","en",3,NA
68,"Chuck U Farley",2019-05-08,2," Trying to find locations works horrible. Even typing an address often comes up with no results. Never mind trying to find a location by name.","en",3,NA
69,"Mike Burton",2019-01-11,1," Stopped working, just sticks on the planning route screen. Shame because it used to be good, after recent update it still gets stuck on calculating route.","en",4,NA
70,"kevin cooper",2019-03-30,1," not enough room on internal and wont let me change storage to sd to install maps , when i do ,it still tells me still that i dont have enough room, the stupid part about it is that it does give me the option too store maps to sd card i.gave up in the end and uninstalled it unfortunatly","en",23,NA
71,"Daz",2019-06-10,2," Got the search function to work. Route planning is unintuitive and annoying. No way to save a route that i can find.","en",0,NA
72,"Graham Walton",2019-07-01,1," Previous purchases missing. Everything is an extra, pay for cameras, voices, too many ads...... Maps not updated in 9 months!","en",1,NA
73,"2341jasonb",2020-02-07,5," Love it so easy to use simple tap and go or post code and go great desplay clear and precise instructions","en",3,NA
74,"Andrew Benjamin Collier",2019-09-06,4," Grate app use it a lot but just one problem how do you change the voices bought Simpson one (homer) but never been able to use it or know how to use it would be grate if I could and someone tell me how to change homers voice thanks","en",3,NA
75,"A Google user",2019-02-01,2," UK map was last updated in 2017 so there are lots of issues including incorrect speed limits.","en",0,NA
76,"Kaivey",2019-07-08,5," Love it, and it doesn't use data. I like the big red arrow so you can't get turnings wrong. My favourite one!","en",17,NA
77,"David ullmer",2019-07-03,1," please can you tell me how to get the celebrity voice I have purchased from you to work instead of the standard voice other than that problem it's a great app","en",0,NA
78,"Stuart Elder",2019-03-28,5," Navmii is a fantastic free alternative to Google Maps, and the offline mapping is great for areas with little or no mobile data coverage. I'd highly recommend this product.","en",27,NA
79,"Adam Wilson",2019-04-22,1," been using this program for 6 years unfortunately now if your offline it never works its such a pain because as a van driver im not going to use all my data for maps shame its now changed","en",4,NA
80,"A Google user",2019-02-07,5," update to 3.7.4 has lost all my favourites. Not impressed. Will this be fixed or not?? All fixed. back to 5 star","en",6,NA
81,"Andrew Meadows",2019-08-06,3," It is ok but it freezes up if you have a older phone. use to work better before it was taken over by one of the bigger companies.","en",0,NA
82,"D T",2019-07-11,5," one of the best, The best free sat nav. been using it for years without issue. updates and realtime info keep getting better.","en",1,NA
83,"Rob Beattie",2019-07-17,3," cant give a proper rating yet as not enough space on my device to install the UK map. Please can you add the ability to save maps to SD card (even allow the main app to be moved too). Thanks.","en",1,NA
84,"Yaron Tamir",2019-02-03,1," It used to be my favourite app for navigation, but the last update erased all my favourites, and today while I landed in Italy, it cannot find anything!!!","en",0,"Please update to the latest version. Lost favourites should be recovered."
85,"Richard Norton",2019-01-27,5," Seems to work very well in the UK, only issue so far is avatar change sticks on loading screen.","en",1,NA
86,"Mohammed Anees",2019-05-31,5," Good alternative to Waze. However the UI seems a bit dated. Could do with a nice redesign.","en",0,NA
87,"Amanda Pearson",2019-05-30,4," Great app, especially for city centres. Very useful when on foot too.","en",0,NA
88,"Brian I",2019-05-27,1," keeps crashing / freezing when connected to my pioneer avh-501ex. pretty much useless unless used as a ""standalone"" application.","en",1,NA
89,"r lp",2019-06-23,4," Works well on Lollipop and offers differend add-ons. Offline usable. Not too overloaded with options.","en",0,NA
90,"Randy Madden",2019-08-29,5," What3words!!! As far as I know this is the only navigation app that makes use of what3words, which is by far the best navigation method ever devised. So great!","en",0,NA
91,"Gee Dee",2020-02-29,1," Pointless the mapping is completely missing housing estates built 10yrs ago ffs.","en",0,NA
92,"Peter Jones",2019-09-06,2," Fussy over installation, claiming no space when 40+GB available. Often having to revert to Google Maps, missing out on safety cameras and other paid for upgrades","en",15,NA
93,"Viv Fletcher",2019-10-28,5," Excellent app. Just one thing. I'd like to be able to move the speed limit indicators to the bottom right of the map. Is this possible?","en",0,NA
94,"Peter Carr",2018-09-14,2," Bad graphics and although I have installed European coast maps it did not work once through the channel tunnel.","en",0,NA
95,"roger shapter",2019-06-30,4," it all works very well but when i signed in on another phone i could not get my favourite places to show up, very annoying","en",0,NA
96,"Matthew Thomas",2019-07-30,5," brill. option to get a text list of route directions would be a nice to have. worrh paying to turn adverts off ","en",0,NA
97,"AD Lynch",2019-07-26,1," Needs access to photos? Another weak app designed to spy on users and harvest data. I'm not having this shite anymore. Avoid this turgid turd of an app. There are so many better apps available.","en",0,NA
98,"Vic Blizzard",2019-09-10,2," Always takes a convoluted route. Costs extra in fuel and time. Cannot recommend for this reason!","en",1,NA
99,"Dave Kent",2019-09-15,1," Search still useless. Used to be great. Cannot find any address within 100Km. Broken for 9 months now.","en",4,NA
100,"RL Meeseeks",2019-10-23,3," Wasn't that bad, but I just don't use it now as it's pretty inaccurate with traffic and it doesn't announce the next direction until a quarter mile to it","en",0,NA
101,"James Cammack",2019-02-07,2," was going to give five stars as i had it on an old phone and worked perfect but upgraded phone and now i cant even get the app to start even after the update if this can be solved i will change my rating","en",9,NA
102,"A Google user",2019-03-03,4," interface could be simplified otherwise as good as commercial GPSs. Perhaps include a guidance section on how to get started","en",7,NA
103,"A Google user",2018-11-08,1," Address database for UK is rubbish. Ads take half of the screen.","en",0,NA
104,"Saif Khan",2020-01-28,2," Dosent find the right address after search need to update address seach like igo map","en",0,NA
105,"Janet Carter",2019-07-08,3," i have this on my phone and it works ok,but just downloaded it to my mother's new phone,and it will not locate tge home address or complete a route","en",9,NA
106,"A Google user",2018-09-30,1," I need to install the maps on my external SD card but it will only let me move them after I have installed them in main storage first and I do not have enough space.","en",0,NA
107,"Ben Craze",2019-06-18,1," This app won't download any maps, all i get is server unavailable. I emailed the company but no response.","en",2,NA
108,"chris moffitt",2018-12-08,1," Could not find locations that Waze found easily..it took my money and does not work","en",0,NA
109,"A Google user",2019-01-13,1," December 2018 update deleted all maps. also adds now interfere with search screen making app completely useless","en",1,NA
110,"Duane Wolcott",2019-04-23,1," Poorly designed confusing interface. Waste of electrons to download.","en",0,NA
111,"Frank Sierow",2019-02-08,5," Very good. Would like motorway services easier to spot.","en",5,NA
112,"Trevor Zia",2018-11-27,1," Doesn't recalculate if driver goes off route just keeps bouncing between location and route.","en",1,NA
113,"Janarthanan S",2019-06-27,1," downloaded UAE map. I am getting only Arabic in the map. is English not available","en",0,NA
114,"Tony Eyles",2018-10-10,3," Unable to redownload speed cameras or download to 2nd /test device","en",0,NA
115,"D H",2019-07-11,4," Won't always find address, even though you know it exists.","en",0,NA
116,"Carol T",2019-11-08,2," Not locating actual address required. Has no location function.","en",0,NA
117,"Alexander vT",2019-03-04,1," Not able to search for places the key board closes right after being opened...useless","en",0,NA
118,"A Google user",2019-02-27,1," app refuses to download free map for UK & ROI. Tried numerous attempts.","en",3,NA
119,"John ditchburn",2019-07-06,3," keeps coming off the road and losing direction . puts speed cameras when there are none","en",0,NA
120,"john shi",2019-10-18,2," Couldn't find my work ...so many add ons need pay for ...lot adds not good as google maps","en",0,NA
121,"Terry-Gene Hambidge",2018-09-21,3," Its not letting me type an address to search so cant get directions anywhere","en",0,NA
122,"Mark Davison",2019-06-01,1," Put simply I don't want my GPS location broadcast to world and I couldn't find an opt out.","en",1,NA
123,"Eamon Lowry",2019-04-07,1," it is telling me my purchase is corrupted. it doesn't notify me when speed van locations. email sent two weeks ago with no responses","en",3,NA
124,"BOBSI BURTON",2019-10-11,3," Get Google ads off your map page. Kills our map search experience.","en",0,NA
125,"KM KM",2019-10-17,1," The app needs permission for photos medias and files. Why the hell should the developer be granted all this permission ? To spy in my phone ? Stick with gps only.","en",1,NA
126,"EAMRGroup",2019-06-22,5," it's great as it does not require data","en",0,NA
127,"Thomas ttt",2019-06-13,1," can't connect to server.","en",0,NA
128,"Paul Dychkawych",2018-12-17,1," I have contacted Navmii several times over the past year to find out how to enter co-ordinates into their search. They reply to having received my query but nothing further. I wonder if they are still in business?","en",3,NA
129,"haloom haloom",2020-01-20,1," Would no connect via Wi-Fi or via mobile data","en",0,NA
130,"ArpAn rAo",2019-10-20,3," Kindly add feature to store offline maps in sd card","en",0,NA
131,"Coolpad Note 3",2019-08-17,1," this map does nothing. this shows my current location as in African sea when i am in India. i came here seeing a review on YouTube.","en",1,NA
132,"TD 777",2019-09-11,1," Uses openstreet maps supposedly. Yet doesn't know the city of new plymouth. Waste of time and data downloading it.","en",1,NA
133,"Mohamed Elkatawy",2019-04-07,1," Egypt map not appear in the program","en",0,NA
