"rbr","name","date","stars","review","lang","thumb","reply"
17,"Tom TheCarDude",2020-06-06,1," Bring back the speed camera app. The ability to use that with Waze was perfect. This is just not the one!","en",3,"Hi there Tom - AmiGO is the app you're looking for if you were using the old Speed Cameras app. This app (Go Navigation) is a subscription app for offline navigation, rather than a free, online app for alerts & warnings. ^Conor, TomTom"
18,"Edin Muminovic",2020-05-27,4," MY DRIVE ROUTE SYNC NEEDS TO BE FIXED ASAP!! TomTom I believe we have also deserved route sync on our GO mobile app. POI, Favorites, recent search it all works but route not?? I like the app and routing but we need fully functional app/service. Maybe you should a have lifetime purchase option.","en",3,"Hi Edin - sorry, we do not currently offer MyDrive sync services. However, sync functionality is actively being worked on. Later this year users will be able to sync routes with MyDrive and send destinations to GO Navigation from MyDrive. ^Steve, TomTom"
19,"Will Taylor",2020-05-19,2," Older version of the app worked well, but the May 2020 update seems to be Beta quality at best. The ""improvements"" have made it sluggish and prone to random crashes. Worst of all, my custom work POIs no longer sync with MyDrive, which renders it basically useless to me. Arrival time is using the wro...Full ReviewOlder version of the app worked well, but the May 2020 update seems to be Beta quality at best. The ""improvements"" have made it sluggish and prone to random crashes. Worst of all, my custom work POIs no longer sync with MyDrive, which renders it basically useless to me. Arrival time is using the wrong time zone or daylight savings time, so short journeys can end in the past. There doesn't seem to be a setting for this.","en",27,"Hi Will, thanks for your feedback. Unfortunately, OV2 file sync (custom POIs) is not available. This feature is being evaluated by the development team. We'll provide an update to users if and when this feature is planned for release. We apologise for the inconvenience. ^Conor, TomTom"
20,"Des Howlett",2020-05-16,2," The new version takes a lot of effort to get all the maps you might need if you travel a lot - especially across different countries. Also, if you accidentally turn on ""don't show me this again"" for clearing a route, you can very easily cancel navigation right when you need it, simply by brushing ag...Full ReviewThe new version takes a lot of effort to get all the maps you might need if you travel a lot - especially across different countries. Also, if you accidentally turn on ""don't show me this again"" for clearing a route, you can very easily cancel navigation right when you need it, simply by brushing against the bottom of the display. I can only give it 2 stars until they reverse this stupid feature or at least let me change the setting again without resetting the whole program","en",9,"Hi Des, thanks for taking the time to leave this feedback and for your suggestions. We've fed this back to the development team. We recommend installing all available map zones for the countries that you will be visiting. For now, drive safe & happy motoring! ^Conor, TomTom"
21,"Simon Marker",2020-05-16,3," The new interface looks good, but this update has broken average speed cameras for me. The average keeps resetting and you get almost constant alerts making this feature unusable. I thought the search was being improved for this version as well but so far seems to be no better than it was before. Ho...Full ReviewThe new interface looks good, but this update has broken average speed cameras for me. The average keeps resetting and you get almost constant alerts making this feature unusable. I thought the search was being improved for this version as well but so far seems to be no better than it was before. Hopefully the bugs with average speed cameras can be fixed which would then mean I would give it 5 stars again.","en",13,"Hey Simon, sorry to hear that you've been having some issues with average Speed Camera warnings. We've fed this back to the development team. Glad to hear you've been enjoying the app otherwise! ^Conor, TomTom"
22,"Ramon van Dijk",2020-05-19,2," Also mentioned by other users, route synchronization with Mydrive is broken. The option My Routes is in the app, but no way to get one in. Cost me several frustrating hours and a ticket at support that it is currently not supported. This makes the app useless for me. I urge TomTom to fix as soon as ...Full ReviewAlso mentioned by other users, route synchronization with Mydrive is broken. The option My Routes is in the app, but no way to get one in. Cost me several frustrating hours and a ticket at support that it is currently not supported. This makes the app useless for me. I urge TomTom to fix as soon as possible to regain the 5 stars the app it worth with proper synchronization.","en",14,"Hey Ramon. We're sorry, but we don't currently offer MyDrive route syncing on GO Navigation. We are actively working on making the feature compatible with our new maps and expect to release it later this year. ^Conor, TomTom"
23,"Jamie Waller",2020-05-20,1," I'm hoping my first review is still live. I had downloaded the app through wifi. The ap is using loads of data. The old ap uses 500mb for the month. I used 500mb in 3 hours. Why is this??? I can't use your services any more. Shame because I've used you for over 3 years. Can some contact me through e...Full ReviewI'm hoping my first review is still live. I had downloaded the app through wifi. The ap is using loads of data. The old ap uses 500mb for the month. I used 500mb in 3 hours. Why is this??? I can't use your services any more. Shame because I've used you for over 3 years. Can some contact me through email and see if we can resolve this or phone call would be appropriated thank you","en",4,"HI Jamie, if you wish to get in touch with the support team you can do so via this link: https://bit.ly/2TnVUUP ^Conor, TomTom"
24,"Darren Forster",2020-05-27,3," Good app although I keep thinking of getting an Android Auto head unit but am put off due to the fact that most nav apps like TomTom don't work with it. You'd think a nav apps priority would be to work with a in car technology!!!","en",2,"Hi Darren. We’ve seen a number of requests to integrate the TomTom GO Navigation app with Android Auto. Currently, Android Auto only works with Google Maps and Waze. As a result, we cannot develop this feature until support for integration with TomTom is available. ^Conor, TomTom"
25,"Andrew Wilson",2020-05-16,2," I loved this app. For 4 years it has done good service. But now this update has removed the ability to store itself on the SD card, it leaves me short of storage. Why have you done this???. Want to give 5 stars, but if you ain't as good as you once were, then 2 it is. Shame.","en",4,"Hi there Andrew - the app selects the most appropriate storage during the first run of the app. This is based on the most available space left on either the SD card (if inserted) or internal storage. ^Conor, TomTom"
27,"Malcolm Miller",2020-06-05,1," Old tom Tom app was brilliant on my Samsung but new version crashed every five minutes paid for unlimited mileage and now get none Most disappointing","en",0,"Hello, I'm sorry to hear that you are not satisfied with our products and apps. Our developers are working every day to update and fix all the issues that are reported to us. Regards,"
28,"Ove Fallenius",2020-05-26,4," Morning tomtom team, the extra star is waiting until everything is working. My routes does not synchronise and I haven't been able to test the new updated app yet to its full extend.  Ove","en",1,"Thanks for your feedback! We're sorry but we don't currently offer MyDrive route syncing on GO Navigation. We are actively working on making the feature compatible with our new maps and expect to release it later this year. ^Conor, TomTom :)"
29,"Andy Burgess",2020-05-19,1," Once again, TomTom have excelled themselves in making a good app useless. Since the May 2020 update the app only works in portrait mode which might be useful if I wanted to use navigation whilst walking, but in the car my device is used exclusively in landscape mode.","en",11,"Hello Andy - Sorry to hear about the app issue. We request you to reinstall the app and test if the issue is fixed. If you still face the issue please let us know. • TomTom Team"
31,"Todd Kerr",2020-05-20,2," Update to reply to Connor the developer. Please give me an email address that I can send comments to. ********** This used to be a great app. But some morons at TomTom decided to ""improve"" it. All that they have done is make me reconsider my subscription upon renewal. It wasn't broke so they decided...Full ReviewUpdate to reply to Connor the developer. Please give me an email address that I can send comments to. ********** This used to be a great app. But some morons at TomTom decided to ""improve"" it. All that they have done is make me reconsider my subscription upon renewal. It wasn't broke so they decided to fix it. Stupid stupid stupid","en",2,"Hi Todd, there is no direct email address, however you are welcome to send a message via the contact link: https://bit.ly/2TnVUUP ^Conor, TomTom"
32,"Glyn Evans",2020-05-25,1," Used to be brilliant and best driving app for 2 years. But recent forced update now crashes repeatedly! Even after restarts. Will up back to 5 when it works again! Unless find a better app","en",0,"Hi Glyn, really sorry to hear about the crashing, this shouldn't be happening. Can you please let us know at which points the app crashes, and if there are any error messages shown on screen when this happens? This will allow us to help you further. Thanks! ^Conor, TomTom"
33,"Mark Taylor",2020-05-18,1," Since the new update I am unable to sync my routes from TomTom My drive this is a feature I use all the time for motorbike navigation. I'm having to resort to Calimoto at the moment.","en",3,"Hey there Mark. Sorry, but we don't currently offer MyDrive route syncing on GO Navigation. We are actively working on making the feature compatible with our new maps and expect to release it later this year.^Conor, TomTom"
35,"Cotton Base",2020-05-25,1," Used to work but now just continuously reports ""searching"" after entering a local town. Uninstalled then reinstalled but no different. Broken (paid for) app.","en",0,"Hi there - this may be due to not all maps being installed. Please go to Menu, Settings, Maps and in stall all maps for your country. You should then be able to find the address. It's also worth noting that there are different search functions e.g. Whole Map, Near Me etc, to help you find the right place ^Conor, TomTom"
36,"Martin Fox",2020-06-14,1," No good as downloaded my map and the best part of Ireland seems to be in Irish also no option for caravan","en",0,"Hi there Martin - this app has been designed primarily for car use. If you need specialist navigation for a larger vehicle, please take a look at the Go Camper device on our web site: https://www.tomtom.com/en_gb/sat-nav/camper/ ^Conor, TomTom"
37,"Frances Mathew",2020-05-16,1," New version has no roads on the map! I can't navigate anywhere at all now.","en",3,"Hi Frances - sorry to hear about this! Please make sure you have the correct maps for your region installed. You can install maps by going to Menu, Settings, Maps - it's a good idea to install all maps for your country. If you have any further problems after this, please let us know ^Conor, TomTom"
38,"Anthony Afedzie",2020-05-27,5," I just love it so much especially because of the speed camera attached.","en",0,"Hey Anthony! Thanks for your 5 stars - we're really happy to hear that the app's been helping you out on the road :) ^Steve, TomTom"
39,"Aga Mich",2020-05-17,1," Latest update on Tom-tom mobile it is completely rubbish. Roads vanished from the map!!!","en",1,"Hey Aga, really sorry to hear about the issues you've faced. Please make sure that all necessary maps are installed. The latest update features 'Maps A La Carte' which means each country is split into separate zones. You can install maps via Settings, Maps. If you need further help after this please let us know, ^Conor, TomTom"
40,"Bob Mitchell",2020-05-17,1," 6 month subscription not working and getting help or refund is a nightmare","en",0,"Hey Bob - sorry to hear you've run into some problems with your subscription. What kind of issues have you been facing? Please let us know and we'll be able to help. ^Conor, TomTom"
41,"Paul Ellison",2020-05-16,3," Since this new update, I cannot find My Routes that are on My Drive ? Why is this ?","en",1,"Hey Paul - sorry, but we don't currently offer MyDrive route syncing on GO Navigation. We are actively working on making the feature compatible with our new maps and expect to release it later this year. ^Conor, TomTom"
42,"Aloïs Ghyssaert",2020-05-17,3," Is it normal that you can't see you routes from mydrive in the updated app anymore? Myroutes section is empty now.","en",2,"Hi there Aloïs - sorry, but we don't currently offer MyDrive route syncing on GO Navigation. We are actively working on making the feature compatible with our new maps and expect to release it later this year. We hope you're enjoying the app otherwise, though! ^Conor, TomTom"
44,"dan alston",2020-05-21,3," Why does it show on the Play Store that the latest update is October 2019 ? To get the latest update I had to download the APK from apkmirror","en",2,"Hello Dan - Thanks for your feedback. We are in the process of a staged rollout, meaning GO Navigation is becoming available to an incrementally larger group of users based on different quality and performance indicators. ^Team TomTom"
49,"Stuart Gibson",2020-05-20,2," UPDATE 20/05/20 - THE A19 IS NOT, AND HAS NEVER BEEN, A MOTORWAY. IT IS AN 'A' ROAD. IT IS MY MAIN ROUTE TO WORK SO I SHOULD KNOW. PLEASE FIX THIS SO THAT THE 'AVOID MOTORWAYS' SETTING DOES NOT EXCLUDE THIS ROAD. IT CAN'T BE THAT DIFFICULT - PIXEL 2 XL. I WILL REMOVE ANOTHER STAR THE NEXT TIME I UPD...Full ReviewUPDATE 20/05/20 - THE A19 IS NOT, AND HAS NEVER BEEN, A MOTORWAY. IT IS AN 'A' ROAD. IT IS MY MAIN ROUTE TO WORK SO I SHOULD KNOW. PLEASE FIX THIS SO THAT THE 'AVOID MOTORWAYS' SETTING DOES NOT EXCLUDE THIS ROAD. IT CAN'T BE THAT DIFFICULT - PIXEL 2 XL. I WILL REMOVE ANOTHER STAR THE NEXT TIME I UPDATE AND FIND IT STILL ISN'T FIXED. THANKS.","en",0,"Hello Stuart - sorry for the inconvenience caused. We have already reported this. I request you to report this via below link so that we can add this to our new update. - https://www.tomtom.com/mapshare/tools/new/mapshare/ • TomTom Team"
68,"Olaf Zaplinski",2020-06-01,1," Restore purchases no longer works (tried old and gmail address, contacting support does not work, the web site is broken (on Edge)","en",56,"Hi there Olaf, sorry to hear you're having some trouble with contacting Support. Please try in an alternate internet browser ^Conor, TomTom"
92,"Rogue Gamer",2020-05-16,5," Great app with free updates.","en",0,"Thanks for taking the time to leave this review! We're happy if you're happy :) ^Conor, TomTom"
103,"Daniel Kurth",2020-06-09,4," Update to First Review: I previously had security concerns regarding some permissions but they've responded with reasons for those permissions which seem plausible. Rating it highly now based solely on user experience that it stays responsive and on track when need map navigation and there's no WIFI...Full ReviewUpdate to First Review: I previously had security concerns regarding some permissions but they've responded with reasons for those permissions which seem plausible. Rating it highly now based solely on user experience that it stays responsive and on track when need map navigation and there's no WIFI or cell network available. First Review: Really good offline navigation so I hate that I have to say goodbye to it but have you seen all the permissions it has? Offline, but wants my contacts and ""full network access"", to name just a few! Why? A lot of apps do this so it's not a surprise, but if they want permissions they shouldn't seem to need then I have to wonder why. Buying a navigation device for a couple of hundred might be cheaper than this free app, depending on what it is they do with all the permissions/access they're asking for here. Here's just some permissions (from their description) I have doubts about: find accounts on the device modify your contacts read your contacts run at startup view network connections full network access modify system settings connect and disconnect from Wi-Fi","en",1,"Hi Daniel, please see the following link if you have concerns about your privacy, this will provide reassurance at how your data is handled: https://bit.ly/30iNN0e ^Conor"
104,"GEM",2020-05-29,4," Finally able to download Australia and South East Asia. The only way to stop it from dropping connection to the server was to trick it by playing Netflix video in background. I love using the app but downloading large maps can take forever as it keeps disconnecting from the server. I've answered tha...Full ReviewFinally able to download Australia and South East Asia. The only way to stop it from dropping connection to the server was to trick it by playing Netflix video in background. I love using the app but downloading large maps can take forever as it keeps disconnecting from the server. I've answered that question multiple times.","en",1,"Hi there! Thank you so much for the review - Sorry to hear about the problem with the Map download, please let ud know you used a Wifi connection or the mobile data to download the entire map. ^TomTom Team"
105,"Michael Nakhoul",2020-06-09,3," Great app, have been using it since 2010. Have recently been getting notifications that a major revamp is under way. When will this be released? Sounds like a lot of great features. That was 3rd Nov 2019. 13th March, 2020 and still no update. How long can it take. Sick of waiting. June 2020, still n...Full ReviewGreat app, have been using it since 2010. Have recently been getting notifications that a major revamp is under way. When will this be released? Sounds like a lot of great features. That was 3rd Nov 2019. 13th March, 2020 and still no update. How long can it take. Sick of waiting. June 2020, still no update.","en",1,"Hi Michael, thanks for your review and feedback. We're releasing the app update in stages and are not yet at 100% - sorry for the wait. ^TomTom Team"
106,"Dirk Peeters",2020-05-30,4," What's going on with the app. I see several reviews regarding a May 2020 update, but I can only see a 1.18 release from 2019. Can anybody from TomTom comment please? Great app that can be used fully offline and I love it. But it is rather pricey and the database of businesses or other addresses does...Full ReviewWhat's going on with the app. I see several reviews regarding a May 2020 update, but I can only see a 1.18 release from 2019. Can anybody from TomTom comment please? Great app that can be used fully offline and I love it. But it is rather pricey and the database of businesses or other addresses does not nearly give sufficient results to be really useful, compared with Google Maps.","en",1,"Hi Dirk - we have a new version of the TomTom Go Mobile app, called Go Navigation. We're currently releasing this in stages, and are not yet at 100% release yet. Keep your eyes peeled for updates. ^Conor, TomTom"
107,"Sandra Polson",2020-06-09,1," This app sounds great in writing. But the app would not load on my phone, despite waiting all night. I just got that blue wheel constantly turning. There is also no info on how to subscribe for unlimited mileage. The one star is for the name of the app. So all it allows me to do is download and inst...Full ReviewThis app sounds great in writing. But the app would not load on my phone, despite waiting all night. I just got that blue wheel constantly turning. There is also no info on how to subscribe for unlimited mileage. The one star is for the name of the app. So all it allows me to do is download and install a map. There is no menu let alone a main menu. There is no way to upgrade. Come on TomTom and you expect people to pay for a service they do not get. Your instructions make no sense to use on","en",0,"Hi Sandra, the menu can be accessed by pressing the icon with the dots in the bottom left hand corner of the map screen. You can purchase a Go Mobile subscription from the Menu. If you need further clarification on anything please let me know. ^Conor, TomTom"
108,"Peter Harris",2020-06-15,1," Update 15 Jun 20 - Another message about the upgrade.. but nothing in the app store. JUST UPGRADE IT AND STOP SENDING POINTLESS MESSAGES Previous Comment - Some 9 months after the start of annoying messages saying an amazing update was on its way (fortunately they stopped 4 months ago), and still no...Full ReviewUpdate 15 Jun 20 - Another message about the upgrade.. but nothing in the app store. JUST UPGRADE IT AND STOP SENDING POINTLESS MESSAGES Previous Comment - Some 9 months after the start of annoying messages saying an amazing update was on its way (fortunately they stopped 4 months ago), and still no update. Nothing. TomTom is the best app for navigation, but surely improving it, listening to feedback, reading the problems and suggestions on TomTom forums etc is actually an easy task?","en",0,"Hi there Peter, sorry to hear that you're feeling disappointed with not being able to use the new update yet. We're rolling this out in stages to our users and are not yet at 100%. It's worth the wait though - we look forward to hearing how you get on with it once it's out ^TomTom Team"
109,"Bad Skuller",2020-05-26,5," Fast developer response. Now the app is working perfectly. Cheers. Thank for responding. But in your response you didn't mention the apps names for which I need to clear the data. Just installed this app after reseting the phone. But the app always says ""Can't connect to TomTom. Try again later"". I ...Full ReviewFast developer response. Now the app is working perfectly. Cheers. Thank for responding. But in your response you didn't mention the apps names for which I need to clear the data. Just installed this app after reseting the phone. But the app always says ""Can't connect to TomTom. Try again later"". I reset the phone again, restarted the phone, reinstalled the app but still the app gives the same message. Is the server down? Or the app broken? Developer need to fix the issue.","en",0,"Hey there - thanks so much for coming back and updating your review! We're happy to hear things are working out for you now, and that you're able to enjoy the app :) You're welcome to the support - let us know if there's anything else you need help with! For now, drive safe. Cheers, ^Conor, TomTom :)"
110,"Dave Haigh",2020-06-05,4," I have been a long term garmin and copilot user as frankly tomtom products were very sub par with terribly out of date maps. But boy has that changed. The search is on par with copilot, unlike sygic. Maps are clear and routes chosen are better than copilot. Downsides the year sub is expensive in com...Full ReviewI have been a long term garmin and copilot user as frankly tomtom products were very sub par with terribly out of date maps. But boy has that changed. The search is on par with copilot, unlike sygic. Maps are clear and routes chosen are better than copilot. Downsides the year sub is expensive in comparison, unlike sygic or copilot this doesn't have traffic camera or mobile cameras in the database. No way to add your own camera database or other poi files.","en",0,"Thanks Dave! We're glad you like the app. We notice you have rated 4 stars, however - what could we do to get an extra star? We welcome your feedback - alternatively if you need help with something just let us know. Cheers! • TomTom Team"
111,"Corneliu-Cezar Covataru",2020-06-09,3," Please check drivers uploads in the London's map. There is a lot of errors, especially estimating the time from A to B. London's traffic regulations are often changing, a lot of roads speed limit decreased from 40 or 30 miles per hour to 20. So, this leading to erroneous navigation results. Moreover...Full ReviewPlease check drivers uploads in the London's map. There is a lot of errors, especially estimating the time from A to B. London's traffic regulations are often changing, a lot of roads speed limit decreased from 40 or 30 miles per hour to 20. So, this leading to erroneous navigation results. Moreover, some road trafic speed cameras are not shown... horrible.  I'm driving 8 ... 12 hour every day in London being cab driver, I often report changes in my Tomtom user account but... nothing happened","en",0,"Hi Corneliu, sorry to hear that you have had some frustration when driving with the app. Map corrections can be submitted to the MapShare Reporter tool: https://bit.ly/3dHcqHI this is then verified and amended by our mapping team ^Conor. TomTom"
113,"Ouadia Shihab",2020-06-01,3," I was use the app for 2 years, today I surprise that the new version of TomTom application not available in my country ""Morocco""! Where I can find the old version? Thanks I was use Go mobile and i was invited by the app to upgrade, and wasn't working it hang in finding maps, I was remove for back to...Full ReviewI was use the app for 2 years, today I surprise that the new version of TomTom application not available in my country ""Morocco""! Where I can find the old version? Thanks I was use Go mobile and i was invited by the app to upgrade, and wasn't working it hang in finding maps, I was remove for back to the regular application but I can't find!","en",0,"Hi Ouadia - we're releasing the new update in stages to our users, and are not yet at 100%. Keep your eyes peeled for updates - it's worth the wait! Many thanks, ^Conor, TomTom"
114,"Rob Tait",2020-06-02,1," I am not prepared to allow full access to my entire phone. Please get this fixed so the app can be used. The app does NOT work without giving all permissions. EDIT. You won't assure me and probably many others that all the required permissions are needed, or safe. Developers need to get on top of th...Full ReviewI am not prepared to allow full access to my entire phone. Please get this fixed so the app can be used. The app does NOT work without giving all permissions. EDIT. You won't assure me and probably many others that all the required permissions are needed, or safe. Developers need to get on top of these issues.","en",0,"Hi Rob, after taking a further look we notice that you're using the Go Mobile app -the permissions you've mentioned are indeed necessary for it to work. If you have concerns about your privacy, the following link will provide reassurance about how your data is handled: https://bit.ly/2TyMjun ^Conor, TomTom"
115,"Umer Saqib",2020-06-14,3," The apps has lost all the created routes in my drive and don't show up in my routes anymore since some time. Please fix that. A lot of motor riders use it as their app just because of that feature and you took it away. Hope this will be sorted out soon. Thanks.","en",0,"Hi there Umer - if you're using the new Go Navigation app, we're sorry but we don't currently offer MyDrive route syncing. We are actively working on making the feature compatible with our new maps and expect to release it later this year. ^Conor, TomTom"
116,"Petit Filou",2020-06-07,3," Why force us to download the Republic of Ireland map? It's bad enough having to download the entirety of the United Kingdom, but being forced to download the Republic of Ireland as well is seriously silly. Absolutely no intention of driving there any time soon, so don't need it clogging up the memor...Full ReviewWhy force us to download the Republic of Ireland map? It's bad enough having to download the entirety of the United Kingdom, but being forced to download the Republic of Ireland as well is seriously silly. Absolutely no intention of driving there any time soon, so don't need it clogging up the memory on my phone. Why don't you let us choose the regions we actually need, instead of being forced to download the whole country? Not renewing when subscription expires in a few months' time.","en",1,"Hi there - thanks for your feedback. We're actually releasing an updated app to users of Go Mobile - this is being released in stages and we are not yet at 100%. This update features map installation by zone, so you can maximize the space available on your phone. Keep your eyes peeled for updates! ^Conor, TomTom"
120,"Ian Cutler",2020-05-26,1," My GO app subscription expired and deleted itself from phone, download to try and resume payment and reinstall has led to this being impossible, this needs addressing. Currently I am looking elsewhere..The web site also needs attention...One just goes round and round without achieving anything whats...Full ReviewMy GO app subscription expired and deleted itself from phone, download to try and resume payment and reinstall has led to this being impossible, this needs addressing. Currently I am looking elsewhere..The web site also needs attention...One just goes round and round without achieving anything whatsoever....","en",1,"Hello Ian - I request you to check in the play store that your subscription is active. If the app is still installed you can go into settings on phone and find the app then clear cache and data. Check if the app will launch. If the issue persists uninstall the app in smartphone settings. Restart the smartphone and install the app. • TomTom Team"
123,"GEORGES REMY",2020-05-26,2," I purchased the full version of this app before. Now, my account is nowhere to be found. Since they made it subscription based, they don't honor the previous purchases. With so many better choices and feature Rich alternative out there, I'll disregard Tomton. They're crooks. Don't subscribe to this ...Full ReviewI purchased the full version of this app before. Now, my account is nowhere to be found. Since they made it subscription based, they don't honor the previous purchases. With so many better choices and feature Rich alternative out there, I'll disregard Tomton. They're crooks. Don't subscribe to this garbage.","en",1,"Hi Georges - we appreciate that you have been left feeling disappointed with the subscription model. We are taking your concerns seriously and would like to talk with you directly. In order for us to do so, please click on this link: http://uk.support.tomtom.com/app/contact/p/2430 , then select 'Orders' ^Conor, TomTom"
124,"Caspar van Doremalen",2020-05-27,2," Used to be a great app. Just got the paid subscription only to find out that the primary reason why I use this app (synchronising routes with MyRoute) is no longer working with the app. Basically rendering the entire app irrelevant for me. Have to find another app for my motorcycle routes.","en",0,"Hi Caspar - sorry, we do not currently offer MyDrive sync services. However, sync functionality is actively being worked on. Later this year users will be able to sync routes with MyDrive and send destinations to GO Navigation from MyDrive. ^Conor, TomTom"
125,"Clemens Schäffer",2020-05-20,3," Like it so far. Good interface etc. But I really do no understand, why you make your own app worse than it could be. I tried to sync my routes to a android smartphone which I created on a pc earlier. It becomes a track and all separate route points are gone. This is a major feature because otherwise...Full ReviewLike it so far. Good interface etc. But I really do no understand, why you make your own app worse than it could be. I tried to sync my routes to a android smartphone which I created on a pc earlier. It becomes a track and all separate route points are gone. This is a major feature because otherwise you can't easily skip parts of the route. And we need to have downloadable maps for each country seperatly. Some people do not have that much free space on their devices. Please fix that asap. Thanks","en",0,"Hello Clemens! Apologies - we do not currently offer these sync services. This is due to incompatibility with the new versions of our maps. If they become available, we will provide an update in the forum and release notes. Sorry for the disappointment caused. ^Team TomTom"
128,"Hannah Wilson",2020-05-31,1," Did have this down as 5 star but since the last update I can no longer use it as it no longer works, open it up and it just says loading app and won't go any further. I have the paid version aswell so currently paying for a service I cannot use.","en",0,"Sorry about the frustration :( If the app is installed but won't load, please: - Uninstall app - Log out of Playstore - Using a file browse app, delete Android / data / com.tomtom.gplay.navapp & Android / OBB / com.tomtom.gplay.navapp - Open Playstore, log in, reinstall app on internal memory - Close background apps - Restart phone ^Conor, TomTom"
