"rbr","name","date","stars","review","lang","thumb","reply"
9753,"Arindam Basu",2017-04-05,5," Great off-line mode. Nice UI (e.g. easy to make collections of places). I miss the HD voices for voice based navigation though","en",1,NA
9754,"A Google user",2017-03-30,5," Much better than Google maps any day, Google maps tend to confuse PPL with its navigation and take you in circles, here maps may not be updated like Google with restaurant names, other venues but, when it come to navigating you to the the location it doesn't go wrong.","en",2,NA
9755,"Siddharth Pathare",2017-04-01,2," Please improve nearby feature , if I search for atm and bank it shows all banks near me,but what if I would like to search for specific bank, say sbi,Please allow users to filter result,also if in Google maps I search sbi bank near me it shows which branch of sbi bank is nearest to me by tracking my...Full ReviewPlease improve nearby feature , if I search for atm and bank it shows all banks near me,but what if I would like to search for specific bank, say sbi,Please allow users to filter result,also if in Google maps I search sbi bank near me it shows which branch of sbi bank is nearest to me by tracking my location , but in here maps search function works very poorly,also allow user to share downloaded maps","en",3,NA
9756,"jack hammer",2017-03-29,2," Tried to set my home but it would only set my home as 4 houses up. Icon moved around when i was setting still. Could not find a setting to work offline.","en",2,NA
9757,"Bruce McLellan",2017-04-05,5," The only thing missing is the use of street names. Other than that it's a 5 Star.  Guess what? We now have street names. Here's the 5th üåü.   Awesome","en",4,NA
9758,"Arkadiusz Karas",2017-04-02,3," Overall ok offline navigation app. There are few issues though: position on the map is inaccurate (a bit behind actual position, missed few turns because of that), navigation is jerky (Google maps is much smoother), if there is  a faster route available it doesn't notify (again, as opposed to Google...Full ReviewOverall ok offline navigation app. There are few issues though: position on the map is inaccurate (a bit behind actual position, missed few turns because of that), navigation is jerky (Google maps is much smoother), if there is  a faster route available it doesn't notify (again, as opposed to Google maps). Also for some reason my internet connection keeps dropping when using it, doesn't happen with Google maps or any other app for that matter.","en",0,NA
9759,"Antony Collier",2017-03-25,5," There are a few places that haven't been recognised.  However I have been able to find these places by searching the nearest town and through Google.  Otherwise very good and user friendly.","en",4,NA
9760,"lifesure1",2017-03-24,5," Can you kindly please fix the bugs we encounter when receiving calls whist navigation is on?  Thanks in advance.","en",21,NA
9761,"Lorand Szabo",2017-03-29,5," I've been using this software since it came out with the Nokia Lumia phones. It never let me down","en",1,NA
9762,"LAURO LUMAAS",2017-03-26,4," It helps a lot specially when you're not familiar in a place... although there are some roads that were not updated in the maps...","en",2,NA
9763,"Bli Gede",2017-03-26,5," Allready try other app, but uninstall it n turn back to this. Best gps, and specially for it's offline feature.","en",14,NA
9764,"A Google user",2017-04-05,4," I used the app while driving to bicol region in the philippines and i found it very useful. The ETA that was given  by the app is accurate if you drive straight to your destination without stop over.","en",1,NA
9765,"A Google user",2017-04-10,2," Mixed experience: Did well when I used it in Bordeaux but very bad experience in Sicily: 1. the app does NOT warn you about ZTL (Zona a Traffico Limitato) in the cities!! When you enter such zones with your rental car you will get a heavy fine! (use ZTL warning App instead) 2. The map of Catania con...Full ReviewMixed experience: Did well when I used it in Bordeaux but very bad experience in Sicily: 1. the app does NOT warn you about ZTL (Zona a Traffico Limitato) in the cities!! When you enter such zones with your rental car you will get a heavy fine! (use ZTL warning App instead) 2. The map of Catania contains many errors, e.g., one way streets are not correct, or even blocked streets for cars are not listed! The same goes for Siracusa, Noto, .... 3. The routing off or online is far from optimal: In the cities the App navigates you into very very small roads, which may be shorter in terms of distance, but you have to drive so carefully and slowly that this won't be beneficial at all.  GoogleMaps was much better...","en",0,NA
9766,"Petr Nemg",2017-03-25,1," Now the app starts but when you try to zoom out it freezes. Time to find alternative.","en",6,NA
9767,"A Google user",2017-03-26,3," Needs to sort out commutes and all of the features from wp8 it used to have. Better traffic as well. Can't compete with TomTom. One plus is multi window support.","en",3,NA
9768,"Mark Penkett",2017-03-24,5," Have all of Europe installed. Can go anywhere in Europe. Have Thailand and Vietnam installed never get lost when visiting these countries.","en",1,NA
9769,"A Google user",2017-04-04,5," Excellent app for offline use both here in the US and abroad for city streets and freeways.  Includes speed limits and warns of traffic cameras which is pretty incredible, and the info is highly accurate in most countries.  I have used this with great success in the US, Italy, Ecuador, and Fiji.  Hi...Full ReviewExcellent app for offline use both here in the US and abroad for city streets and freeways.  Includes speed limits and warns of traffic cameras which is pretty incredible, and the info is highly accurate in most countries.  I have used this with great success in the US, Italy, Ecuador, and Fiji.  Highly recommend.","en",0,NA
9770,"Kimmo Kuusisto",2017-03-30,5," Good app. In the past there have been some bugs but those seem to be fixed nowadays","en",81,"Hello Kimmo,
Sorry about that! We investigated this issue and have developed a fix. HERE Maps should work great your phone with the latest update, so check it out and let us know if you have any feedback. 
Thanks from the HERE team in Berlin!"
9771,"A Google user",2017-03-24,4," Interface is awesome fast to the point no extra windows that pop up  just wish it had the google satellite views tho","en",5,NA
9772,"Kumar Mehta",2017-04-06,5," Only one thing missing.... Android Auto compatibility ... Not sure if it is even possible... But would be great if it was","en",0,NA
9773,"sebi ventz",2017-03-28,5," I loved this app during my Nokia 5800 XpressMusic era, more than happy I have found it back. Friendly to use, more than that is working offline, with high quality maps.","en",1,NA
9774,"Nelson Calligan",2017-04-03,5," Great nav app using no data from your phone. How do I know? Currently using an old phone with data turned off for GPS","en",0,NA
9775,"Stephen Murphy",2017-03-23,5," Crashes while opening since last update - please fix urgently!","en",14,NA
9776,"Bert Colpaert",2017-03-24,5," Works great! Gives better navigation than maps when used offline, including on foot!! The Samsung gear S2 compatibility is awesome ;)","en",2,NA
9777,"Gray Carreon",2017-03-28,5," Been using this apps 3yrs ago and it doent failed me to give the route i desire. Thanks.","en",1,NA
9778,"Friedrick Nambala",2017-03-29,3," I used this app on my old Android and it worked perfectly. But now I have to turn my phone upside down just to get the right path ahead.","en",1,NA
9779,"Ashish Devnani",2017-03-24,5," Good map with Offline feature and gives precise information about location, traffic and routes.","en",4,NA
9780,"A Google user",2017-03-26,5," Great navigation app. The offline maps on a storage card make it extremely useful.","en",15,NA
9781,"Sasha M",2017-04-03,4," How do you hide bus stops from showing on maps and shops? It looks really cluttered and busy when driving in the city.","en",0,NA
9782,"Laurence Smith",2017-03-28,4," Lots to like with this navigation app.  Would have gone 5 stars if could figure out how to get a male navigation voice that speaks street names.","en",1,NA
9783,"Sami Puro",2017-03-25,1," Does not start at all - or starts extremely slowly. Useless currently.","en",2,NA
9784,"James Kennedy",2017-04-02,5," It's free and it's great.  Hardly have any trouble with it.  Offline is amazing (no data or roaming charges)","en",1,NA
9785,"Duane Curtis",2017-04-02,3," This no longer is working with my Google calendar. Did something change? No longer brings over the address to the app.  Are you working on it.","en",0,NA
9786,"Al Ameen Nagoormeeran",2017-03-28,4," Very good navi application, will be better if it could also show speed cameras.","en",4,NA
9787,"Sir Andrei",2017-03-26,5," Wonderful app, took me out of trouble so many times. Love it!","en",1,NA
9788,"Deja Vu",2017-04-01,5," You should make it easy to combine street name, post code and address number in the search field and results ...","en",2,NA
9789,"The Originals Lover",2017-04-05,5," Nokia maps are really the best for offline use. Just love these Nokia HERE maps. Too much helpful for my daily routine. Google maps suck !","en",1,NA
9790,"Dennis Mukadah",2017-03-29,5," I think this is a pretty cool app. It would be nice to add put stops along the way on a route","en",1,NA
9792,"A Google user",2017-04-07,5," Getting more user friendly and effective all the time. Love the new Gear S3 app. Now just waiting for Gear S3 app to be able to run solo with downloaded maps on the Gear S3. Keep up the great work! Thank you.","en",0,NA
9793,"Steve Jackson",2017-04-02,5," Allowed us to go anywhere we wanted and have the security to press the go home feature ang get back to the motel.","en",0,NA
9794,"Tharimela Seshapavan",2017-04-03,5," It is a best app but ,all time error in my phone is  compass adjustment is required. So I should use it only in 2d mode","en",0,NA
9795,"MKT Taoa",2017-04-02,2," Getting bad now.. Where's the option of removing routes like the motorway?.. Cause it always wants to go on the motorway?","en",0,NA
9796,"A Google user",2017-03-30,1," Crashes on my HTC desire 626. Pls solve the problem","en",1,NA
9797,"A Google user",2017-04-04,4," Helped me out of the clarts a few times. My sense of direction or rather the lack of it was legendary.","en",0,NA
9798,"Navjot Singh",2017-04-05,5," Not able to use Glympse anymore :| help please.","en",1,NA
9799,"Shingirai Bondai",2017-03-25,4," Great app but needs update for other roads here in Africa. For that reason am out","en",2,NA
9800,"A Google user",2017-03-27,1," Cannot  Get the thing to open.Just keeps recycling.","en",2,NA
9801,"Marko Lini",2017-03-27,5," It's not always perfect but still very useful and reliable. Best offline navigation.","en",2,NA
9802,"Nigel Perry",2017-03-23,3," It's working again (not crashing on startup). Will it last?","en",14,NA
9803,"Dejan Danilovski",2017-04-01,1," App not work in off line mod. I tested in Hungary 2017","en",0,NA
9804,"IBN-E- SAYED",2017-03-27,5," Just problems of zooming its must be like Google Map zooming","en",1,NA
9805,"G A",2017-03-29,2," Ruined since the removal of POI, offline navigation is OK","en",1,NA
9806,"Tony Tabi",2017-04-05,5," I haven't gotten lost since i installed this app","en",1,NA
9807,"Dragan Velkov",2017-03-24,5," It works now on Asus zenfone with Android 6.0.1. Thanks, great app!","en",10,NA
9808,"ankit arya",2017-03-31,5," Its been almost a year since i m using this app. Undoubtedly d best navigation app. Deserve 5 stars","en",1,NA
9809,"Moh'd m",2017-04-05,3," After last update app became very slow and freezes a lot","en",0,NA
9810,"Shubham Srivastava",2017-03-24,3," Please add street view which uses phone camera.This feature is available in here app of Windows phone","en",7,NA
9812,"Jeff Clark",2017-03-23,5," First Class app, does exactly what it says on the tin.","en",6,NA
9813,"Edward Kwiatkowski",2017-03-25,5," Really is the best,in car or on foot. Singapore  Miami or London it gets you there","en",2,NA
9814,"A Google user",2017-03-24,4," Every update voice comes back on.","en",3,NA
9816,"InterMedia M.A",2017-03-31,5," It works reliably on every other support . Lovely app makes my trips even smiley","en",1,NA
9817,"Pramod Chinchkar",2017-03-24,5," Awesome ! very useful. Best navigator.","en",3,NA
9818,"Kamal Mongal",2017-03-27,5," I used more apps but it's high.  Thank you friends who are involved to create this application.","en",2,NA
9819,"Lucky pillgrim",2017-04-02,4," Maybe I am noob. But no coordinates? option ","en",0,NA
9820,"A Google user",2017-03-24,4," Best navigation app out there, more detailed maps awaited","en",3,NA
9821,"Denis Berghem",2017-03-31,5," One of the best map app on android.","en",1,NA
9822,"A Google user",2017-04-06,3," Offline maps is a  grate idea, but e.g. in the Netherlands the speed limits and the road names are wrong","en",0,NA
9823,"?????????? ???????????",2017-03-24,5," You have done a very good job. Thank you very much. Great !!!!","en",3,NA
9824,"Bishwas Sagar",2017-03-29,5," Everything About This App Is Perfect Better Than Google Maps","en",2,NA
9825,"Tarik Zekraoui",2017-03-24,5," A good and easy to use map application, the point to point navigation is top notch... A must have","en",1,NA
9826,"Mohammad Ali",2017-05-12,5," Overall this app is better than anyother navigation app. Male voice should be added.  Some junctions and intersections in Dubai are not updated plz update them.","en",0,NA
9827,"Mr. Mxyzptlk",2017-04-10,5," After last update it crashes. Sony Xperia z1c 4.4.4.","en",0,NA
9828,"Maja Vuckovic",2017-03-25,1," I going to delete it, there is no option to install maps on SD card.","en",2,NA
9829,"Marko Markovi?",2017-04-05,5," It just serve my needs. Previously there was augmented reality but even without it it is great.","en",0,NA
9830,"A Google user",2017-03-30,5," My son recommended it and I haven't been disappointed.","en",1,NA
9831,"Alex S",2017-04-02,4," Excellent, only not sure that is working properly when maps are on sd card","en",1,NA
9832,"Sen Sati",2017-03-24,1," Was great, then went bad, and then worse. Uninstall.","en",6,NA
9833,"MaewMewMew Maew",2017-04-01,5," Best navigation app, ever! Feels like a lightyears ahead of Google Maps since the day this app was called Ovi Map.","en",0,NA
9834,"kevin gyves",2017-04-05,5," Always have a good trip with here maps never get lost. People say my middle name is lost.","en",0,NA
9835,"Vivek Kumar",2017-03-29,5," Voice search not there. It can be incorporated to make one of the best app.","en",1,NA
9836,"Havin Sidhu",2017-04-01,5," For me this app has the best routing capability. Using Nokia maps for almost 10 years now. Tried others, but this is the best.","en",0,NA
9837,"Meet Trivedi",2017-04-03,5," The legacy map apps previously from Nokia which started the gps on mobiles. It is better than google maps in many ways","en",0,NA
9838,"Ehab Elshereif",2017-03-28,4," Best navigator I have ever seen","en",5,NA
9839,"Nicholas Stango",2017-03-24,3," I wish this supported Android auto!","en",5,NA
9840,"Chris M",2017-04-05,1," Settings screen is completely? empty on my 1024x600 screen which is forced in landscape mode.","en",1,NA
9841,"Bogdan Darius",2017-03-23,5," It is the best offline map navigator!","en",5,NA
9842,"FASRIN THAZHEL",2017-04-06,5," Should need more updates. I installed UAE map. But it does not shows the new rods/routes","en",0,NA
9843,"Nikolay Handzhiev",2017-04-04,5," Verry good off line aplication. I have only one question. Can you share collection to some one esle and how ?","en",0,NA
9844,"Alfredo Mapsanganhe",2017-03-31,5," This app is fantastic. It is helping me a lot... i recommend.","en",2,NA
9845,"Louis Lin",2017-04-04,3," It's a good app, but it would be wonderful  to add ìsend to carî function like desktop version provided.","en",0,NA
9846,"Andy Ferguson",2017-03-23,4," Does the job in a nice clean interface","en",9,NA
9847,"Ian Peric",2017-03-30,5," Great app when traveling with no data and need a great map app!","en",1,NA
9848,"Karthik Rayapolu",2017-04-05,5," If there is no Internet connection the application closing itself,, even though I downloaded offline maps","en",0,NA
9849,"Andrej Golub",2017-04-22,5," Great app for ofline navigation. Sometimes slow on rerouting.","en",0,NA
9850,"A Google user",2017-03-27,5," Great as ever, since it was Nokia maps.","en",3,NA
9851,"Brennan Walsh",2017-03-26,5," Seamless immediate info. Here makes sense!","en",2,NA
9852,"Luis Giordano",2017-04-05,1," This app could be better if it had landscape mode support.","en",1,NA
9853,"Zvonimir Ervacic",2017-03-23,2," Good it is free, I would never buy it.","en",2,NA
9854,"John Pen",2017-03-27,5," Better than Google maps and way better than my in-car satnav","en",1,NA
9855,"ethry ethry",2017-03-28,5," The best navigator I've ever tried . its my best company.","en",1,NA
9856,"Arturas D.",2017-04-03,5," Very good app. Need more improve search engine working offline and add police speed limit cameras.","en",0,NA
9857,"Milorad Jevtic",2017-04-02,5," Very useful app.","en",1,NA
9858,"Hesham Abdou",2017-03-30,5," this app is the best of the best am using this app since it was Nokia's app which is about 6 years now","en",1,NA
9859,"Vivek Choudhary",2017-03-30,1," It works worst on anoroidplatform","en",2,NA
9860,"Pedro Henrique Camargo",2017-03-31,5," Used in the past with Windows phone and loved it, still Loving in bugdroid","en",1,NA
9861,"Mitar Seferovic",2017-03-26,5," Best app ever for the purposes of navigation and orientation in unknown environments.","en",1,NA
9862,"Ovidiu Pescar",2017-03-31,5," Reliable, best free offline maps, has speed alerts!","en",1,NA
9863,"Khayel Fadhli",2017-03-30,5," I used this app when travelling across Europe, it's wonderful","en",1,NA
9864,"Kris Walsh",2017-03-25,4," The app needs to notify about a road closure","en",4,NA
9865,"Jimmy Lewis",2017-04-13,5," Great for offline use!  Make sure to view areas online first to enable details for off line use.","en",0,NA
9866,"ASHFAQ HUSSAIN",2017-03-29,5," Excellent. It takes me to my destination.","en",2,NA
9868,"Sanjay Shrestha",2017-03-24,5," Works without internet. Have used in multiple countries without a hitch.","en",1,NA
9869,"MUHAMMED RINOOB PK",2017-04-05,5," It's very useful application . Offline map is very good","en",1,NA
9870,"Parminder Singh",2017-04-02,1," Musy be shut down this app","en",1,NA
9872,"Terry Quah",2017-03-23,4," It's hard to find the collection between online's and offline's.","en",2,NA
9873,"Josh Rodgers",2017-03-24,3," Pls add option to find friends","en",5,NA
9874,"A Google user",2017-03-24,5," Offline search is very poor, Thanks.","en",3,NA
9875,"Blessing Kasirore",2017-04-03,5," Pliz  let  us  use  the  same  map  than  to  download  a  offine map  again","en",0,NA
9876,"Yahya toma",2017-03-30,5," It helps a lot.  Works well and easy to use","en",1,NA
9877,"Tawii M",2017-03-25,5," First install always, when I get a new device","en",1,NA
9878,"A Google user",2017-03-31,5," It's more reliable then  sat nav","en",1,NA
9879,"manohar reddy",2017-04-03,5," Though I use little, I feel it is a good one","en",1,NA
9880,"Adnan Reka",2017-04-01,5," I used this app in Dubai, Kosovo, Albania and many more countries and I love it. The offline is awesome.","en",0,NA
9881,"Atikul Islam Sohel",2017-04-08,4," need to show every place name like shopping mall, restaurant,market","en",0,NA
9882,"Fardoon Khan",2017-03-23,5," I'm in love with this app.....","en",6,NA
9883,"Louise Sykes",2017-07-21,3," Downloads but doesn't open it use to work fine on my phone but from some reason it won't work now","en",0,NA
9884,"Ooi Wooi Jin",2017-04-02,5," Using this to travel within Malaysia, Singapore and Thailand. No issue and using this since it was in Symbian version.","en",0,NA
9885,"Nilay Naik",2017-03-31,5," Good. Sometimes it laggs when offline","en",2,NA
9886,"Patrick Pong",2017-03-25,5," Best free navigation","en",4,NA
9887,"Dino Sanchez",2017-03-31,1," Cant open after update to android veraion 7.0","en",1,NA
9888,"Alexandru Marghitan",2017-03-26,5," It's my preferred navigation app","en",2,NA
9889,"RNT2 KC",2017-04-03,5," Excellent GPS trip app thats shows current speed-limits while driving!","en",0,NA
9890,"Sergei Rosman",2017-03-24,5," Great navigation software!  Thank you NOKIA!","en",1,NA
9891,"Azk Palani",2017-03-23,5," Beste app i have ever seen.i love it. ","en",1,NA
9892,"Miguel Correia Sampaio da Veiga",2017-03-24,5," Good and free. What else?","en",2,NA
9893,"A Google user",2017-03-31,5," What more can you ask for free","en",1,NA
9894,"Robert Alegria",2017-03-29,4," I love this GPS over all others.","en",1,NA
9895,"Irfan Muhammad",2017-04-05,2," Maps are not available for my area Pakistan","en",1,NA
9896,"Julius Apat",2017-03-31,5," Perfect app at no cost.","en",2,NA
9897,"Marko Lazic",2017-03-25,5," Best navigation app ever.","en",2,NA
9898,"Fm Choudhry",2017-03-25,5,"Here It's easy to use it","en",2,NA
9899,"radik setagalih",2017-03-23,5," Great app, I love it","en",2,NA
9900,"navodit dinodia",2017-04-09,5," Better than Google maps but having few issues.","en",0,NA
9902,"Scott Parker",2017-03-24,5," Offline maps are awsome specially when no service","en",1,NA
9903,"Timoteo Calvo",2017-03-30,1," Cannot download maps!!!","en",2,NA
9904,"Rogelio patilano",2017-03-25,5," this it nice and very useful to locate your destination","en",1,NA
9905,"pankaj choksi",2017-03-31,5," Very useful while travelling as it works offline","en",1,NA
9906,"Fabrice Benedetto",2017-03-25,5," Off line and map loading very usefull","en",1,NA
9909,"Mustafa abu masoud",2017-04-06,5," You can trust it where ever you go","en",0,NA
9910,"Joe Enero",2017-03-23,4," Well made and useful.","en",3,NA
9911,"Kaycee Fito",2017-03-24,5," Best navigation app.","en",3,NA
9913,"harry stock",2017-04-10,5," This is a grate simple to use app.","en",1,NA
9914,"ctrl del",2017-03-29,5," update database indonesia map please","en",1,NA
9915,"goha Bro's",2017-03-26,5," Great app. Thanks for giving it free","en",1,NA
9916,"Evgeny Ivanov",2017-04-03,4," Add sync with Gear s3 please","en",1,NA
9918,"arockia prabha",2017-03-27,5," It's now my life partner","en",1,NA
9919,"GDW",2017-03-28,5," A real data saver!!","en",1,NA
9920,"Sumit Dubey",2017-03-25,5," Best app for location ... It's fast and accurate...","en",1,NA
9921,"Raihan Sajid",2017-03-24,3," Voice navigation is not working","en",2,NA
9922,"Brian Tugee",2017-04-04,5," Knows all the roads and well updated","en",0,NA
9923,"bader SUQAYH",2017-04-09,5," Thanks I have it on WP and Android","en",0,NA
9924,"A Google user",2017-03-30,5," Do u have in urdu as well?","en",1,NA
9925,"Mark Hudson",2017-03-24,5," Fantastic for offline navigation. Very accurate.","en",1,NA
9926,"WL Chia",2017-04-15,3," It will be better if more countries maps  are added eg Japan & China","en",0,NA
9927,"Srikanth Ponnapalli",2017-03-23,5," Offline Maps is really good","en",2,NA
9928,"A Google user",2017-03-26,5," Gps is constantly turning off.","en",1,NA
9929,"Tim Major",2017-04-23,5," Excellent, best free navigation app I've found so far.","en",0,NA
9930,"A Google user",2017-04-04,5," Gets me where I want to go.","en",0,NA
9931,"Pat McGee",2017-03-23,5," Great system for the phone especially when abroad","en",1,NA
9932,"A Google user",2017-03-25,5," Love the offline maps and destination collections","en",1,NA
9933,"Denis Kearney",2017-04-05,5," Great app, free with free updates more accurate than my BMW satnav","en",0,NA
9934,"WOLF's SHADOW",2017-03-29,1," Never works Offline","en",1,NA
9935,"Sony Tanda",2017-03-24,5," at the roundabout need to be improve","en",4,NA
9936,"Zash Ayzex",2017-04-05,4," Offline map very useful. Make a Head-Up Display feature..","en",0,NA
9937,"Rajeev Kumar",2017-04-01,4," Nice app for searching any location ....","en",1,NA
9938,"Bebe Cudrec",2017-03-28,5," Best app in navigation! Congrats!","en",1,NA
9939,"A Google user",2017-03-28,5," Love the online mode when roaming.","en",1,NA
9940,"Wira Scorpig",2017-04-06,2," Please add transit route.","en",0,NA
9941,"E. Gonzaga",2017-04-02,4," It's nice specially when you're offline and still getting directions.","en",0,NA
9942,"A Google user",2017-03-27,5," Very useful for international travel.","en",1,NA
9943,"Peter Jones",2017-03-28,5," Great app highly recommended.","en",1,NA
9944,"A Google user",2017-04-03,4," Great except, need to display in landscape mode and make it easier to use","en",0,NA
9945,"Kamal BOUFARHAT",2017-04-05,5," Using Here always when driving","en",0,NA
9946,"LÍ Nguy?n Ho‡ng",2017-04-05,5," Good app,i use it like a main map for my phone,my first choice map","en",0,NA
9947,"Muntean Christof",2017-03-26,5," Best dating app ever.","en",1,NA
9948,"Gaurav Singh Chouhan",2017-03-26,5," It's amazing and very helpful...","en",1,NA
9949,"uday kumar",2017-03-28,5," Simply the best in market today :)","en",1,NA
9950,"Lynne Owen",2017-04-04,5," Tells you about stuff wherever you are","en",0,NA
9951,"Becky Nash",2017-04-15,5," Great app.got me where I needed to go right to the front door .","en",0,NA
9954,"A Google user",2017-03-23,5," Best offline navigation","en",3,NA
9955,"CABBAR GAFFUR",2017-03-26,5," Excellent app...highly recommend","en",1,NA
9956,"Tony Bullen",2017-04-05,5," Best maps app around, been that way since it was Nokia maps.","en",0,NA
9958,"A Google user",2017-03-27,5," It's one of best.","en",1,NA
9959,"Abhinav Daksha",2017-03-26,5," Better than Google maps","en",1,NA
9960,"Abhimanyu Rajput",2017-04-02,5," Better than Google maps","en",1,NA
9961,"Gabriel Ortega",2017-03-28,5," Very good map application","en",1,NA
9962,"???? ???? ????",2017-04-04,5," This is a best navigation app","en",1,NA
9963,"Ponnu Samy",2017-03-26,5," Yes i am realy happy","en",1,NA
9964,"Christian Gander",2017-03-26,5," Better than Google Maps","en",1,NA
9965,"Arthus 6",2017-03-30,5," The best offline navigation","en",1,NA
9967,"Sudir Chuckun",2017-03-27,4," Best offline navigation app","en",1,NA
9968,"Hafeez Ansari",2017-03-27,5," Very good for offline map","en",1,NA
9969,"Aniang",2017-04-11,4," The offline map, once downloaded, is very useful indeed.","en",0,NA
9970,"Alvin Lee",2017-04-03,5," Awesome! The best free GPS navigation apps.","en",0,NA
9971,"Melvin Paton",2017-04-06,5," Let me try it first then .give my reveiw oky....","en",0,NA
9972,"A Google user",2017-03-24,3," Must try it first","en",1,NA
9973,"Johannes Herzog",2017-03-27,5," Maps made in Europe","en",1,NA
9974,"A Google user",2017-03-27,5," Available in home language","en",1,NA
9976,"Ravindran TS",2017-04-01,5," My final destination","en",0,NA
9977,"olugbenga olusoji",2017-03-25,5," Nice app.love the offline map","en",1,NA
9978,"Abdulkarim ??????",2017-03-24,5," Its very good","en",2,NA
9979,"Aris Handri",2017-04-07,5," simple and easy to use","en",2,NA
9980,"Mustafa Fayoumi",2017-04-03,5," Fantastic app i recommend every one ro try it.","en",0,NA
9981,"Steve White",2017-04-10,5," Excellent  finds new streets like no other","en",0,NA
9982,"Brent Harvey",2017-06-05,5," Used while visiting the UK and extremely useful.","en",0,NA
9984,"Luis Ribeiro",2017-04-02,5," Love the design, functionality and user experience.","en",0,NA
9985,"A Hamza",2017-04-04,5," Thank you great app very helpful","en",0,NA
9986,"Son Nguyen",2017-04-01,4," Need add some flexibility to modify route","en",0,NA
9987,"Jayvir Singh",2017-04-07,5," Very useful app for Android and windows phones","en",0,NA
9988,"Yogeswar Singh",2017-03-26,5," Overally good !!","en",1,NA
9991,"Bashir Khan",2017-04-05,5," Only i liked there is speed zone.","en",0,NA
9992,"Michael Jordan",2017-03-26,5," Excellent offline maps","en",1,NA
9993,"A Google user",2017-04-01,5," Love it great app","en",1,NA
9994,"a yassine",2017-03-30,5," Thanks for this application","en",1,NA
9996,"Flori Jak",2017-03-24,5," Just awesom","en",1,NA
9997,"Terry Tech",2017-04-03,5," Great GPS for all purposes.  Love it!!!","en",0,NA
9999,"Marko Martinovi?",2017-04-01,5," Simple and the best offline navi app","en",0,NA
10000,"miguel arambula",2017-04-02,5," Excellent app to manage our trips","en",0,NA
10001,"Tom Lim",2017-04-02,5," Good Navigation map without internet","en",0,NA
10002,"Jacek Czernuszenko",2017-04-02,5," Great app with offline maps!","en",0,NA
10003,"Mika Takala",2017-04-01,5," Better than Google Maps!","en",0,NA
10004,"A Google user",2017-04-12,5," best navigation app available by far","en",0,NA
10006,"Bradley Fritsche",2017-04-10,5," Best GPS app for free......hopefully they keep it free","en",0,NA
10007,"anton lagrata",2017-04-03,4," clever, free and one of a kind.","en",0,NA
10008,"Robin",2017-04-02,5," World class.","en",1,NA
10009,"A Google user",2017-04-04,5," Very accurate and easy to use","en",5,NA
10012,"Daljeet Singh",2017-04-03,5," Best nevigation app for years.","en",0,NA
10013,"Daniel Zhabilov",2017-04-03,3," Offline maps seems good ","en",0,NA
10015,"yashas kara",2017-04-20,5," Nice app. Works fine","en",0,NA
10016,"Hikmat Marashdeh",2017-04-02,5," the best navigation i used ever..","en",0,NA
10017,"abhishek awasthi",2017-04-06,5," Awesome offline navigation app..","en",0,NA
10018,"Raphael Arsenault",2017-04-04,5," Works great off line","en",0,NA
10019,"Lokesh K",2017-04-01,5," Good app for offline navigation","en",0,NA
10021,"Sebastian Rosu",2017-04-08,5," Magnificent navigation app!","en",0,NA
10022,"phil trigg",2017-04-04,5," Easy to operate and very accurate","en",0,NA
10023,"chahal,ENTERTANMENT vedio",2017-04-06,4," Very good offline map","en",0,NA
10024,"A Google user",2017-04-18,5," It is a very usefull app","en",0,NA
10025,"sakhi hikmatti",2017-04-01,5," Its super really love it","en",0,NA
10026,"Efrosina Roshinska",2017-04-05,5," I simply love it!","en",0,NA
10027,"Tom Scholz",2017-03-27,5," Perfect for anything","en",2,NA
10028,"Tanweer Rayasat",2017-03-27,5," Simply the best","en",2,NA
10029,"SATISHCHANDER YADAV",2017-04-07,5," Good application for navigation.","en",0,NA
10032,"Caelan Melanson",2017-04-03,4," Great for the app size.","en",0,NA
10033,"Jignesh Ambasana",2017-04-05,5," Since Nokia it's best","en",0,NA
10037,"BALOGUN Afeez Akinola óAphyone official",2017-03-25,5," I just love it","en",0,NA
10038,"Kristian Krastanov",2017-03-29,5," It is good enough","en",0,NA
10040,"Marty Fane",2017-04-02,5," Best navigation ever","en",0,NA
10043,"Bojan Markovi?",2017-04-01,5," Great and usufull app","en",0,NA
10044,"har fizz",2017-04-05,5," Nice map and navigation","en",0,NA
10045,"Tejaswi Anand",2017-04-09,5," Nice and easy to use","en",0,NA
10046,"samy Ashkar",2017-03-29,5," The best in the market","en",0,NA
10048,"Hieu Minh",2017-04-02,5," Vera good navigation","en",0,NA
10049,"A Google user",2017-04-03,5," Very useful app","en",0,NA
10055,"Real Illusion",2017-04-07,5," Amazeballs","en",0,NA
10057,"Minh Vu Anh",2017-04-14,5," awesome, thanks","en",0,NA
10075,"Deft EL Roy",2017-03-28,5," Absolutly  Work","en",0,NA
10078,"Kunal Kamble",2017-03-28,4," Wonderful interface","en",0,NA
10079,"ziad salame",2017-03-29,5," Great navigator","en",0,NA
10080,"Alpha Neoss",2017-03-29,5," easy and helpful","en",0,NA
10082,"raj ahuja",2017-03-29,5," It is fine","en",0,NA
10084,"Rajesh Nayak",2017-03-26,4," Works perfectly","en",0,NA
10085,"hassan alshawab",2017-03-25,5," Fantastic application","en",0,NA
10086,"Le Anh Vu",2017-04-03,5," It is great","en",0,NA
